node_id,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31,e32,e33,e34,e35,e36,e37,e38,e39,e40,e41,e42,e43,e44,e45,e46,e47,e48,e49,e50,e51,e52,e53,e54,e55,e56,e57,e58,e59,e60,e61,e62,e63
symptom::tăng cân,0.7012832760810852,-0.16640950739383698,0.5929601788520813,-0.46987995505332947,0.6951655745506287,-0.15986773371696472,-0.6142259240150452,0.4173300564289093,-0.04501994699239731,0.22274647653102875,0.5666577219963074,-0.43083950877189636,-0.5533226132392883,-0.2836863398551941,0.14291594922542572,-0.26904645562171936,-0.8352760672569275,-0.11262019723653793,-0.10245946049690247,0.2185017168521881,-0.04369562491774559,-0.5520139336585999,-0.21191222965717316,-0.5381539463996887,-0.862208366394043,0.3614523410797119,-0.5202755331993103,-0.10078191757202148,-0.1856999397277832,-0.8593007922172546,-0.18884703516960144,0.18219637870788574,-0.7011107802391052,-0.24762097001075745,0.6809847950935364,0.3041672110557556,-0.4627559781074524,0.5702278017997742,0.2710862159729004,0.1685129702091217,0.2289196401834488,0.665433943271637,-0.40555599331855774,0.09097301959991455,0.36010614037513733,0.3882356584072113,0.05094399303197861,-0.4308334290981293,0.16519279778003693,0.7928431034088135,0.059302814304828644,0.8295923471450806,0.46533310413360596,-0.2159707248210907,0.2975071370601654,0.5524678230285645,0.6505109071731567,-0.727741003036499,0.09754626452922821,0.38486209511756897,-0.35990050435066223,-0.057760585099458694,-0.08633769303560257,0.6524052619934082
symptom::chóng mặt,-0.16759394109249115,-0.28053125739097595,0.34068670868873596,0.17744171619415283,-0.25418803095817566,-0.6237919926643372,0.08017894625663757,0.26139596104621887,-0.09416437149047852,-0.27707287669181824,-0.05394458770751953,0.27799609303474426,-0.23248393833637238,-0.17026984691619873,0.22446782886981964,-0.007371212355792522,-0.3793841600418091,-0.04542290419340134,0.14624202251434326,0.1099366694688797,0.3086949586868286,0.46651744842529297,-1.1135644912719727,-0.38504666090011597,-0.41777393221855164,-0.0028565372340381145,-0.4347812235355377,0.3881216049194336,0.40063098073005676,-0.5315079092979431,-0.20436091721057892,-0.13725586235523224,-0.2091277688741684,-0.689683735370636,-0.30186012387275696,0.04348371922969818,0.3881121575832367,0.09138235449790955,0.21211229264736176,-0.023476868867874146,0.8518987894058228,0.24059367179870605,0.3172451853752136,-0.2575773298740387,0.700056254863739,0.7773416042327881,-0.3181290626525879,-0.44600769877433777,0.4956187605857849,-0.18297946453094482,0.07630850374698639,0.49386006593704224,-0.40750524401664734,-0.2888244688510895,0.5850481390953064,0.5506159663200378,0.5103609561920166,-0.6792986392974854,-0.2161625772714615,0.05978481099009514,0.4001304805278778,-0.06979796290397644,-0.49666425585746765,0.37595200538635254
symptom::hạn chế vận động,-0.320987343788147,-0.3389888405799866,0.32214605808258057,-0.3668675422668457,0.1950293481349945,-0.5572657585144043,0.40677106380462646,-0.06265480816364288,0.2658902704715729,0.530772864818573,0.4774925410747528,-0.33024999499320984,-1.0733133554458618,-0.38469359278678894,0.29569268226623535,-0.10532407462596893,0.10478997975587845,-0.24646560847759247,0.5526131391525269,0.6698967218399048,1.1802747249603271,-0.4834824204444885,-0.48657768964767456,-0.08219289034605026,-0.378755658864975,0.33911794424057007,0.10283766686916351,-0.2878258228302002,-0.2528250813484192,-0.24073995649814606,-0.035508643835783005,0.8194685578346252,-0.48577558994293213,-0.4828430116176605,0.8853095173835754,0.26386144757270813,0.24624893069267273,0.5669352412223816,-0.14316701889038086,-0.2898254096508026,-0.6585435271263123,0.5485821962356567,0.5675355195999146,-0.11309807002544403,0.8560147881507874,0.2523789703845978,0.09005666524171829,-0.2017417848110199,0.4380747377872467,0.1754046231508255,0.30434444546699524,0.38960570096969604,-0.5642076730728149,0.34164029359817505,0.7901313304901123,0.1939953714609146,-0.27767759561538696,-0.18471117317676544,-0.3034123480319977,-0.06975763291120529,-0.10264168679714203,-1.0935958623886108,0.3113664388656616,-0.3854182958602905
symptom::đau lưng,0.43013444542884827,-0.41244202852249146,-0.10602451860904694,0.06764483451843262,-0.4905727505683899,-0.5091117024421692,0.11337510496377945,-0.18932047486305237,0.19934754073619843,0.7483363747596741,0.3460816740989685,0.1864381581544876,-0.2660822868347168,-0.43766945600509644,0.2211509793996811,0.6734578609466553,-0.9281816482543945,-0.5109754800796509,-0.07698525488376617,0.4300989806652069,0.5937942862510681,0.1513272374868393,-0.7316104173660278,-0.41283637285232544,0.6305764317512512,0.6899492740631104,-0.3508281111717224,-0.5769758820533752,-0.4889768958091736,0.2267300933599472,0.3791331648826599,-0.013240853324532509,-0.42081791162490845,-0.8745900988578796,0.47625380754470825,0.35468727350234985,-0.5462436079978943,0.6728252172470093,-0.023792484775185585,0.21750827133655548,0.4406561255455017,1.7311137914657593,-0.3338001072406769,0.5959182381629944,0.12099772691726685,0.01243289839476347,-0.6805841326713562,-0.43022799491882324,0.08492424339056015,-0.36514562368392944,0.5728085041046143,0.668978214263916,0.1196710392832756,0.3775932192802429,0.8332322835922241,0.7077046036720276,0.07982617616653442,-0.3040272295475006,-0.3736444413661957,0.09475822746753693,-0.16041627526283264,-0.19903136789798737,0.7657164931297302,-0.022648034617304802
symptom::khó thở khi vận động,0.7809884548187256,0.2109273076057434,0.5336911678314209,-0.5314853191375732,0.6666961908340454,-0.48452454805374146,-0.793241560459137,0.09784228354692459,0.09339335560798645,0.4366976320743561,0.40038612484931946,-0.35088080167770386,-0.559202253818512,-0.523047685623169,-0.09556036442518234,-0.27731776237487793,-0.8400171399116516,-0.017174672335386276,-0.19452357292175293,0.6212655305862427,0.007648630067706108,-0.887525200843811,-0.11493080854415894,-0.6214804649353027,-0.8665889501571655,0.5774825215339661,-0.7417188286781311,-0.37353140115737915,0.06620568037033081,-0.7233840227127075,-0.2738451063632965,0.1361360102891922,-0.6120243668556213,-0.5084899663925171,0.8056069016456604,0.5071389079093933,-0.40229135751724243,0.32099390029907227,0.20777630805969238,0.26647794246673584,0.19719742238521576,0.6088625192642212,-0.3402964472770691,0.09316796809434891,0.4780334234237671,0.10628502070903778,0.12355668842792511,-0.5142307281494141,0.02824881486594677,0.6984323263168335,-0.015959346666932106,0.849482536315918,0.48636937141418457,-0.0008145556785166264,0.31511566042900085,0.9854371547698975,0.5166855454444885,-0.33132368326187134,-0.19867099821567535,0.3331714868545532,-0.6576491594314575,-0.19428382813930511,-0.17127344012260437,0.537140429019928
symptom::đau bụng,-0.0420793816447258,0.06232236325740814,-0.13324786722660065,-0.02354336902499199,0.31350642442703247,-0.25056466460227966,0.3312474191188812,-0.09798919409513474,-0.5975019931793213,-0.0512394942343235,0.5419341921806335,-0.19457286596298218,-0.4503972828388214,-0.7764217853546143,0.5838716626167297,-0.3170035183429718,-0.118374302983284,-0.5027822256088257,0.27065908908843994,0.26934170722961426,0.783960223197937,-0.18073920905590057,-0.9739887118339539,-0.5777662992477417,-0.5821248888969421,-0.002738336334004998,-0.42344966530799866,0.18676942586898804,0.8064326047897339,-0.0944083109498024,-0.13503551483154297,0.2723255753517151,0.1525239795446396,-0.5170857906341553,-0.016882969066500664,-0.2064325511455536,-0.2000005692243576,0.6343190670013428,0.7670666575431824,-0.06985804438591003,0.7287431955337524,0.19951973855495453,0.3924851715564728,0.28740954399108887,-0.2632733881473541,0.3063947260379791,-0.6290329098701477,-0.17936284840106964,0.0005156885599717498,-0.2887211740016937,0.0729147419333458,0.17895011603832245,0.616413414478302,-0.6164807677268982,0.9319630265235901,0.21123963594436646,0.35242268443107605,-0.9527255892753601,-0.11594925075769424,-0.5203168988227844,0.0956205502152443,0.02126547507941723,0.030297543853521347,-0.08701508492231369
symptom::thừa mỡ,0.7425459027290344,0.19767363369464874,0.5109377503395081,-0.3882439136505127,0.6450449824333191,-0.45133575797080994,-0.8047606348991394,0.15242940187454224,0.1261029690504074,0.4517967402935028,0.5434760451316833,-0.37318047881126404,-0.6519055962562561,-0.5412184596061707,-0.1089978739619255,-0.329939067363739,-0.8750414252281189,0.02261080965399742,-0.29784590005874634,0.5106634497642517,0.017652882263064384,-0.8297454714775085,-0.08704806119203568,-0.5838742852210999,-0.899549663066864,0.5474866628646851,-0.7680065035820007,-0.3982451558113098,0.06095951050519943,-0.7768229246139526,-0.34445902705192566,0.09837676584720612,-0.667781412601471,-0.5191605687141418,0.8514789342880249,0.5027183890342712,-0.47386860847473145,0.4150567352771759,0.18363288044929504,0.3225124478340149,0.2071300745010376,0.6393126845359802,-0.34746435284614563,0.06799771636724472,0.4608767628669739,0.16515415906906128,0.04448149725794792,-0.32060369849205017,0.028712717816233635,0.6504338383674622,-0.06168755143880844,0.8356457352638245,0.3880985379219055,-0.05194222182035446,0.2793966233730316,0.9567165374755859,0.39418619871139526,-0.2453177571296692,-0.12944090366363525,0.3195648491382599,-0.6428850889205933,-0.09559448063373566,-0.14596609771251678,0.6529217958450317
symptom::đau đầu,0.09702042490243912,0.12553630769252777,0.3675673305988312,-0.20464761555194855,-0.12597253918647766,-0.6337080001831055,-0.14740106463432312,0.13166433572769165,-0.07784995436668396,0.06691193580627441,0.7446988224983215,-0.17780748009681702,-0.06662631779909134,-0.038970042020082474,-0.02284080907702446,0.13095246255397797,-0.14942210912704468,0.5855136513710022,0.4084639847278595,-0.5634946227073669,0.5174216032028198,0.728468120098114,-0.6232879161834717,-0.6898956894874573,-0.515066385269165,0.08244355022907257,0.3222537934780121,0.5907320380210876,0.12968453764915466,-0.8455727696418762,0.08135294914245605,-0.6887353658676147,-0.10204397886991501,-1.0808368921279907,-0.08964620530605316,-0.09855499863624573,0.16140969097614288,0.05672052130103111,0.49638688564300537,0.1843184530735016,0.12926740944385529,0.16733026504516602,0.1956462562084198,-0.2608466148376465,0.2120315581560135,0.1440860629081726,-0.0012297232169657946,-0.05408323556184769,0.11568249017000198,0.06483516842126846,-0.005031943321228027,0.13619038462638855,-0.6379086971282959,-0.18329091370105743,0.46777185797691345,0.6062725186347961,-0.12679128348827362,-0.303073525428772,0.2176024168729782,0.38309401273727417,-0.1881503462791443,0.09525908529758453,-0.31854215264320374,-0.04134116321802139
symptom::chảy máu lợi,0.03332133591175079,0.12305017560720444,-0.14597274363040924,-0.662955641746521,0.38684356212615967,-0.2731437385082245,-0.3596786558628082,-0.06287295371294022,0.5024176239967346,0.5691336393356323,0.4490242302417755,-0.2659030854701996,-0.29549387097358704,-0.12845897674560547,1.0690189599990845,0.19437116384506226,-0.8368080258369446,-0.20130400359630585,-0.11413393169641495,0.28347909450531006,0.9961681962013245,0.6286956071853638,-0.11439347267150879,0.40035828948020935,-0.9837385416030884,0.9939138293266296,-0.39227205514907837,0.026041632518172264,0.09386668354272842,0.40856313705444336,-1.078932523727417,-0.6127986311912537,-0.40009963512420654,-0.8456345796585083,-0.08006040751934052,0.4618341624736786,-0.03948602452874184,0.7520320415496826,0.4316166043281555,-0.6636741161346436,-0.6712554693222046,0.47639963030815125,-0.06756675988435745,-0.03609875589609146,0.10187491029500961,0.6293079257011414,-0.28064560890197754,-1.1056450605392456,-0.2532447874546051,-0.01468134205788374,0.3787197172641754,0.15077567100524902,0.7508655190467834,0.18966332077980042,0.5892087817192078,0.877711296081543,-0.18786151707172394,-0.2535392642021179,-0.6606317162513733,-0.03406956419348717,-0.5058598518371582,-0.3430013656616211,0.009774602018296719,-0.046886540949344635
symptom::cứng khớp,-0.14090391993522644,-0.10739622265100479,0.7094827890396118,-0.5524927377700806,0.32513657212257385,-0.4421730637550354,0.28601977229118347,0.24716392159461975,0.20448316633701324,0.967656135559082,0.2034100443124771,-0.09586724638938904,-1.1879593133926392,-0.5055886507034302,0.42959287762641907,0.29554903507232666,0.14849773049354553,-0.0737125426530838,0.42142340540885925,0.10552516579627991,0.7324175238609314,-0.5255486369132996,-0.5328128933906555,0.18814021348953247,-0.2520238161087036,0.6156781315803528,-0.11564063280820847,0.1136264055967331,-0.1759297400712967,-0.691672146320343,0.3824489116668701,0.6409153342247009,0.06680057942867279,-0.24299299716949463,0.6385806202888489,-0.20701035857200623,0.029391031712293625,0.2939016819000244,-0.22432054579257965,-0.3338797092437744,-0.6821615099906921,0.34480640292167664,0.3640117347240448,0.7349746227264404,0.523455023765564,-0.26871395111083984,0.33434903621673584,-0.3195142149925232,-0.20337164402008057,-0.29666242003440857,0.5005471706390381,0.41771960258483887,-0.6484140753746033,0.30271342396736145,0.9345241189002991,1.00446617603302,-0.06639688462018967,-0.3080766797065735,-0.6218738555908203,0.019770214334130287,-0.1802137941122055,-1.147800087928772,-0.20722299814224243,0.03042653389275074
symptom::đau khớp,-0.1544107347726822,0.009359932504594326,0.4001392424106598,-0.20914092659950256,0.3788317143917084,-0.5091816186904907,0.5742250084877014,0.08743742108345032,0.10078313201665878,0.634942352771759,0.37822481989860535,-0.3831672668457031,-0.8487579822540283,-0.1993536651134491,0.43340903520584106,-0.015361788682639599,0.12531380355358124,0.03584910184144974,0.5990486741065979,0.33157435059547424,0.8013350963592529,-0.14338210225105286,-0.5587289929389954,-0.10119065642356873,-0.5897279381752014,0.11842366307973862,-0.17355264723300934,0.14761953055858612,-0.2795146703720093,-0.6204052567481995,0.09888682514429092,0.4427538216114044,0.02546396106481552,-0.5131215453147888,0.8197768330574036,-0.09207727760076523,0.4076828062534332,0.5417978167533875,-0.33376482129096985,-0.47877565026283264,-0.46791738271713257,0.1185763031244278,0.2677958607673645,0.5035403966903687,0.5897917151451111,0.44918128848075867,0.24362705647945404,-0.28992119431495667,0.37545570731163025,0.40801748633384705,0.0665496364235878,0.43973061442375183,-0.5532330870628357,0.13454844057559967,1.0294861793518066,0.1561785191297531,-0.1539372205734253,-0.051990870386362076,-0.6270348429679871,0.009283479303121567,0.11178895086050034,-1.3167957067489624,-0.0029991455376148224,0.049743928015232086
symptom::dễ gãy xương,0.41459348797798157,-0.6982917785644531,-0.09663189947605133,0.2498081773519516,-0.5048452615737915,-0.9224100708961487,-0.020183898508548737,-0.25111666321754456,0.057939719408750534,0.922341525554657,0.4614824950695038,0.0568837970495224,-0.0713823214173317,-0.5129876136779785,0.13089290261268616,0.49267905950546265,-0.8847063779830933,-0.20459313690662384,-0.15177832543849945,0.3350455164909363,0.6437696218490601,0.03703228384256363,-0.7190601229667664,-0.3797968029975891,0.7820524573326111,0.6016952395439148,-0.4577696919441223,-0.5767871141433716,-0.4123973846435547,0.13812550902366638,0.22474461793899536,0.1829470694065094,-0.24812249839305878,-0.8549050092697144,0.5464072823524475,0.5961177945137024,-0.579637348651886,0.684911847114563,0.18269790709018707,0.27460047602653503,0.33674684166908264,1.8803571462631226,-0.004104576539248228,0.7354856133460999,0.056906577199697495,-0.17597109079360962,-0.5535090565681458,-0.42266538739204407,0.12088140845298767,-0.08673574775457382,0.43890848755836487,0.7580329775810242,-0.010099112056195736,0.23681983351707458,0.7707129120826721,0.787940502166748,0.25832244753837585,-0.21769756078720093,-0.09351549297571182,-0.08375861495733261,0.005035329610109329,-0.2616065442562103,0.619238018989563,0.07014298439025879
