MaThuoc,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7,Dim_8,Dim_9,Dim_10,Dim_11,Dim_12,Dim_13,Dim_14,Dim_15,Dim_16,Dim_17,Dim_18,Dim_19,Dim_20,Dim_21,Dim_22,Dim_23,Dim_24,Dim_25,Dim_26,Dim_27,Dim_28,Dim_29,Dim_30,Dim_31,Dim_32
TH00000013,-0.022067658143294075,-0.4147895771210739,-0.06457205712751288,0.15206891746245285,0.04193460340661218,0.22462332394146264,0.06808410702827189,-0.07862194098688298,-0.11101422166422759,0.26518742751419877,0.20611558851569395,0.20779293620064032,-0.34421737101967737,-0.15530175673309654,0.3211793028062734,0.04073623373253163,-0.1671324019946775,-0.17422022921707617,0.0302496347280441,-0.25906239023820726,-0.04095157146470088,0.030948690806540783,-0.6834942194894148,0.15255147110996597,0.06633449515196917,-0.33092208146533464,0.08647411405646019,0.4428365474046016,-0.19705414227425266,-0.19610832886248608,-0.09042811631561823,0.23549352436933088
TH00000153,0.13075551233780489,-0.13574297562976767,0.42476201592210683,0.08793916483202213,-0.17308726559305948,0.35790381182070086,-0.02986685051158149,0.0674826691796481,-0.3014840825472064,-0.0881940006230586,-0.05318675501828237,-0.04779097869320757,-0.2410770565835702,0.18205702810670438,0.26458300211350855,0.27603806420502397,0.42060351651257427,-0.0913332080254003,0.3449473214592505,0.09037688298677453,-0.31026265053690194,0.15998707445543572,-0.20584119851807847,0.19325280117381774,0.08530229483633926,-0.02751487152268541,-0.2719780260451615,-0.2164068316433525,0.1489624028235248,0.4783184357900787,0.09934784273844736,0.36770310570856296
TH00000097,-0.11343224074209718,-0.5226161589935677,0.6904428293439023,-0.12051594139106037,-0.4084328563857076,0.2896659847057283,0.006886449740801441,0.3886658620551626,-0.10184429352623951,0.0006707185669716786,-0.2433073808289251,0.12950892214766896,0.2793880750448703,-0.21706120737052528,-0.23016162469496412,0.3143605385377702,0.007757928442659526,0.1175149282241341,-0.05556163460183498,0.011446096374585164,-0.04403629525339773,0.1975596699069473,0.2781364362189526,-0.09649486783054798,-0.1540054783314004,0.02587243135659121,-0.08719918701073123,0.052896516269344544,-0.25962884171207834,-0.055059789550467544,0.3365611372947091,0.07045368883352253
TH00000068,0.07818444179366954,0.04602572252403947,-0.15819193155787384,-0.2106253306742744,-0.6269021417570569,0.005857982756431951,-0.36231638543720396,-0.1554781599404245,-0.3566410561934023,-0.5798928522261177,0.13954250181379574,0.3615561521054386,0.1566522604321339,0.2990530850176723,-0.34137212969609143,-0.24406717821566726,-0.04809728850072605,-0.22865189388379886,0.26305183540384813,-0.30871645314515606,-0.1327587878343632,0.21491120197629981,0.3428419926360212,0.05611215760751655,0.10481057203130394,0.28914980252436956,-0.04329595195730904,0.05020424683153596,0.11889381327508076,0.09206720220109228,0.18567385470139158,0.1655391763785431
TH00000165,0.1512681444590026,-0.17376177823313105,0.3434297800378083,0.06707359471465825,0.07729652032373524,0.07890266986746322,-0.0995070097816283,0.10700480922215433,0.26705889152727796,-0.24433318793790323,-0.08712961965915952,0.298359201390404,0.36135516428799896,-0.23312702547434686,0.3582047912440206,0.1758753007798466,-0.4808904696649424,0.019798891182152147,0.3662888658072993,0.16727740037767805,-0.25689150697381424,0.1383671865262048,-0.2560514102708338,-0.3267841216460882,0.04540453625659827,0.21347196530357512,-0.018852707707606206,-0.09716893235710297,-0.05400054400276911,-0.2958556887083678,-0.36449906426839873,0.6774131360256208
TH00000136,0.29202581750123063,0.5084700355431535,0.08685936895248893,-0.06922048054820774,0.04726621307439576,0.11386384830040915,0.02770518172592038,-0.2653515300943865,0.24064387928833247,-0.02023738559565222,-0.23350119389063229,-0.021727222277496915,0.18635891862978593,-0.196456281939202,0.25465281867805056,-0.17874148305439314,0.14448821400194084,-0.18899378296059333,0.6890807118789548,0.3439888815022932,0.20545708408864732,0.32721849344128956,-0.14270208746729957,-0.31076752721985673,0.36811404861536773,-0.045946000571048626,0.34707086201178916,-0.014794987878065966,-0.12784637132128876,0.04320171068269034,-0.028839816289090513,0.09358250095052427
TH00000057,-0.1333034861066723,-0.5386759067493234,0.07548224968147524,-0.3995519919027491,-0.22202031557694238,0.02528763915021277,0.0886901124114621,-0.05134427463117589,-0.00965698067561589,0.305181065462625,0.04100365864055523,0.1338053348673894,-0.0025564154345296825,-0.016269720456510123,0.30611503290211683,0.011311308628482973,0.2782368687805738,0.23800440372731596,-0.23850380472853383,0.15321777637131628,-0.24346662202311412,-0.48711902319360256,0.05001187700115807,-0.12252035413096334,-0.10538626183829446,0.11662748154063625,-0.4177363413187404,-0.33732909375282083,0.14343886742399609,-0.18258351701389589,0.014990850536251116,-0.13175590667397857
TH00000182,0.04078434545878493,-0.38353933534053686,0.20369096329856426,-0.3018340813067472,0.23907667643605574,0.12051699769678254,-0.060171067689573435,-0.2083861491328088,0.16978517762674739,-0.19414871356478067,-0.08090983113004163,-0.1736784928996927,0.10213067818471028,0.1485642762924074,0.012978386305665203,0.043827483518524404,-0.4025747534230714,0.09540218393157121,-0.08602148893823604,-0.14155466079545526,-0.23484203735430928,-0.16431701669829232,0.012723323389307959,-0.23303630127448077,-0.4531260827857685,0.4793474716453125,-0.48999596587366917,0.0225421562348546,-0.28375187979441246,0.49807147389205125,-0.320873944955219,0.07377176070590231
TH00000172,0.1462726336550914,0.015444315163466525,-0.29252111011625526,-0.10324529747749911,-0.11876130999007638,0.17020308661237654,-0.26213348004291054,0.06310127351658074,0.13738293625578846,0.2494833111077669,0.07471064093124022,-0.0017023233104946044,0.013032207894788136,0.023402084675521156,-0.26759343281519143,-0.9413356839017047,-0.0641931278713389,-0.283298304470787,0.19308745484102752,-0.04627901270970084,0.4375513836200791,0.06402039656354636,0.34023641330437276,-0.20686146309979492,-0.34256710748956315,0.013377032140314944,-0.35716165602156524,0.031492193104314066,0.020379145745364168,0.5794490707513881,-0.1483320270393665,-0.3058372705751612
TH00000162,0.020967329005074302,0.08864151771474288,0.27509552911465335,-0.024628220200074453,0.33639403446793553,0.5435515999483592,0.23696339755660736,0.22446637913261647,-0.13071071244179308,0.23086474111652883,-0.12432971235359958,0.13520355061492667,0.05357549259889899,0.027259633146401552,0.5207963411860499,0.41033715036023816,-0.020830275892633164,0.42493648489764557,0.03366219169722098,-0.014395097304524061,-0.04712099401217784,0.18304302830379168,0.4095447340918418,-0.17171302411436323,-0.2897014986228606,-0.2721586146391806,-0.37776235384613166,0.0765444553905264,0.19161198750387612,0.29875056703440445,0.20330917443124327,0.36809297876719904
TH00000192,0.10611476975344837,-0.5419190351812687,-0.5643637054255191,0.2550461665585094,-0.12720057833463036,-0.34120761306921055,0.4063151689666172,-0.22300344891159668,-0.41881061528259766,0.035370462687641324,0.08855191868786237,0.43224039474917453,0.49761858365728745,0.06796348348981816,0.15442820207070374,0.07880141124573697,-0.09033534411640427,0.43862042156775977,0.6491321768183685,0.29799911298918996,-0.46378447801668676,0.30658634704593807,0.2240021566391497,0.3460602789530154,-0.26769368020509116,-0.8170365891500548,0.38304775439304733,-0.5715374041765943,-0.40009162981301577,-0.009256662775688106,0.27076088786047564,-0.5480618447658753
TH00000093,0.16375115227635645,0.18856494512060457,-0.15222219664859424,0.077942994217753,-0.4137065059156705,-0.02025540419737673,-0.37735216076969924,0.1357341771445753,-0.07375796226519962,-0.03936438753717391,-0.32923423843157207,-0.16731898653340097,0.5161932372206915,0.06621729002687098,0.10302108455565406,0.0321086875626228,-0.5195645675607252,-0.30699058490401565,0.0574067556806523,-0.056878618747687924,-0.04957745679783927,0.25963543268678435,-0.018037167989826103,-0.2372869138175951,0.26472363405610416,-0.09674756408479994,-0.18163118754766994,-0.4297627585285434,-0.23833826942073522,-0.023962803554535853,0.6389537860198606,-0.08767441664036726
TH00000032,-0.29483766047826515,-0.23866736831107258,-0.1977534794607678,-0.2755148365402323,-0.5019415609488582,-0.11436669841063754,0.010399299866390516,-0.04413372398025366,-0.5131253790697503,0.10652075106132607,0.04847955642389702,-0.1157655862203206,0.026274477786572634,0.1732912346760589,0.01774100831682724,-0.021945949025118726,-0.17989288020537644,0.18887554415652527,-0.03328417474354622,0.0778562027596856,-0.4781346103991802,-0.10383903553412216,0.19740753820798965,-0.02824750178106053,-0.26576337010164225,-0.17339606243470934,-0.018270863611457817,0.1607999108578975,-0.002020760717379491,0.014714552629172678,0.09749640064794085,0.22780739715509013
TH00000016,0.21294037391331835,0.25452834946370684,-0.45852326704076574,0.01621532815392665,0.3455414769427953,0.018915422958341453,0.38536482115830195,-0.483641956073952,0.10788215691766881,0.22327266744560367,-0.45219397910822373,-0.025478751234605336,0.1621772918575671,-0.29760059591503896,0.06587047118175188,-0.09316083211835807,-0.5142178262190683,0.11046302634835146,0.25681518324471214,0.29949912534481327,-0.1941188613588572,0.22062446040366374,0.10513818330898386,-0.07800867725340177,0.20261588742507425,-0.25134889313384173,0.005470545298670838,0.22109875067377635,-0.353368482522102,0.33203695890165136,0.0808912177796957,0.22759529321582145
TH00000024,-0.14580153356026793,-0.7135226868428953,-0.6006459495618232,0.14479565880457773,-0.03312969684754259,-0.35361412159233174,0.41660004362517933,-0.5082637490104334,0.43910299338897735,-0.25797404078035824,-0.41710849527662186,0.5820562290601056,0.5398920979643692,0.1860511828222109,0.19020564229812237,0.12199395079925854,0.0365329699929669,0.24892330657065098,0.7383125708391219,0.22723401558055187,-0.3962715227262289,0.5439173951817103,0.3935428655014859,0.6187327277863702,-0.6054670680576065,-0.5337810616901394,0.2556018585079974,-0.5329142082140982,-0.5986709302965719,-0.06052257269681766,0.31795641169535827,-0.5124107408501317
TH00000120,0.050697805711435236,-0.003331825610179668,0.18443295985373906,0.1531852124863047,-0.12365637298943281,-0.11795033611317757,0.20918259631250985,0.37723491397712444,-0.16121886985960238,0.13568687755918726,0.008694340447059235,0.12340072838212392,-0.12106443406687249,-0.3819523261461171,0.06941239023856993,0.3536865732117632,-0.2984453080120787,0.22288322614566436,-0.1168266444048129,0.32389495216022923,0.31843793004906323,-0.25740416028579594,-0.20424008940850127,-0.16528470801936235,-0.16351595285907344,-0.4314169798299063,-0.17835408295322086,0.23993432008435717,-0.2899230429945202,-0.08461314109596488,-0.33055934634372686,0.29484390285605583
TH00000184,-0.19236595233388,0.15907338900456933,-0.5797963597529193,-0.05861011669007539,-0.07118625368277276,-0.3386460467998544,0.3104578885360942,0.4671334229513345,-0.09076972441760742,0.23400597508196222,-0.15725550291930973,-0.6143481914574586,-0.1593435347879102,0.1779456913424467,0.18695327724236982,0.19908040535418686,0.2292002788520586,0.031915915949376775,0.18289470660798898,-0.06848459358591602,0.1313555244896964,-0.04369359939226934,0.08102068356761799,-0.08176928026149732,-0.04028778568187742,-0.4071492202008536,-0.02962922131243953,0.48601248416326887,-0.2345187390263655,-0.031233095826298077,-0.03663669559806218,-0.2526917327366193
TH00000103,-0.00616193488892277,-0.001097068573429498,-0.12530367751731028,-0.03418093134522062,0.05857503099888095,-0.15585467175558987,0.05372053392206738,-0.010436036764133435,-0.39218908305583644,-0.11283936252090822,-0.48396885424039016,-0.26148666985019176,0.09512419320618865,-0.08058684581962006,-0.1743014458577323,0.4763308625527381,-0.25535193098554737,-0.04645555106004272,-0.22534631996184956,-0.12459767792602325,0.09038009044124014,0.30108979970614735,0.23210051719472533,0.27241503440403375,0.00041549985158218904,0.14458270394972392,0.16474223430949403,0.30438856136587145,0.6568729222939951,0.20647307707070792,-0.09419405194337924,0.2303407208328926
TH00000065,0.04869153888550586,0.019014867674839137,-0.028522046279342538,-0.17298788410920943,0.17850476689569564,-0.08784276331155327,-0.2933696177613758,-0.032805529592939454,-0.28873500432035176,0.1328494476093319,0.0009659258689124831,-0.28274012331787546,0.336548179754771,0.4222380898395976,0.03137615658247494,-0.12452541187572563,0.004008511690667417,0.09914470599528108,0.08156688141875959,0.1681410794855973,-0.000399691210728869,-0.3695006404835049,0.36731518274906017,-0.10154350529110975,-0.10360145791482633,-0.2189218675469191,-0.008347969589332864,-0.18570549241817544,-0.02219270367369195,0.37024012766498715,0.09091721487105074,-0.2998923661314175
TH00000012,-0.3837758213407378,0.1874041088661418,0.32074596448550835,0.3621698639401916,0.4570849156259548,-0.08280021949939968,-0.1384338101489858,0.0369762851294514,0.2997298556000182,0.162863466329421,-0.14548907098667885,0.1219131815970025,0.18664242027956726,0.3641733101456199,-0.03539578778972404,0.09017278052336206,0.04265951001474733,-0.02397515686169964,0.29707490312224677,-0.2584449019589624,0.0010550598822764608,0.18262210428019307,-0.04746229289816176,0.2901968098918096,0.19715858889088997,0.07682237735681288,0.2553338652737287,0.12326728680284925,-0.06646635966553509,-0.11787534663685323,0.36540663186110545,0.00900233965675655
TH00000006,0.34217809943406075,-0.3287187183338023,0.06681502433627022,-0.2703241792245069,-0.1557715659247394,-0.23914427931200094,-0.1740887155506133,0.2746374153149911,-0.12127417015476742,0.03307288319760197,-0.2250706221687127,-0.06785753550446456,-0.1912544663938162,-0.13055643643343226,0.06147046960393704,0.11970988858057333,0.10412524471671444,0.19061880449922908,0.07389232694399016,0.07810981724386057,-0.16269786536918773,0.015606241443031254,-0.19014903202697364,0.43102842889417814,-0.009209721911213197,0.21582456570974948,-0.24469927110123751,-0.10252414573998517,-0.029236005002805317,0.06380618430731864,0.0662514523106161,-3.855258722238082e-05
TH00000189,0.26391686764573313,0.2025520952986378,-0.2477679535714652,0.24453216955242346,-0.05364250267615771,0.3492768106733735,0.06483292251944982,-0.11150983886613987,0.24054254189985255,-0.13224253045709233,-0.27206388302086093,0.057584495889901416,-0.06958893209970175,-0.3718461053269979,-0.13822605098022228,-0.25541567694376954,-0.045711232402160455,0.3153473534886667,0.08755497119578795,-0.6908679197021239,-0.09974879700433885,0.06696056870687518,0.37419822993107754,-0.1326509576764593,-0.0872697775155581,0.14408874665920468,-0.12841583962429579,-0.26928145099018447,0.5249463793464958,-0.18534022611929485,-0.18210025542018116,-0.15492592573542996
TH00000186,0.2716022821709537,0.1353245797658928,-0.11194843952846556,0.14135372579719943,-0.06938068039871503,0.06739470729786891,0.00031164569687383396,0.2015249846069968,0.09670081404673056,0.12845339763363284,0.4301651925604493,0.025296386341291166,-0.4159788800228297,-0.1769311662233239,0.08118020352753326,0.2972994195280724,0.02701401848423214,0.23289337969771326,-0.0573415430379364,0.18417363236936282,-0.08222407252542599,0.42409095719824386,-0.25854062728220345,0.07505602796460772,0.2124162870856107,-0.011546643988859507,-0.1468680758461028,-0.04174363276807213,-0.15486118266720053,0.03690642082769696,0.024681523634795532,0.15049574341964944
TH00000055,0.1245401916816628,-0.0915596804634057,0.3278419169375044,-0.28716784543306423,-0.14798824765996255,0.09170883537422729,0.09801757487237778,-0.18488320624825874,0.10497431600511833,0.0036678632582634358,-0.26282034242669244,0.19679180868361654,-0.053427581184526944,0.2814956720336302,-0.21796442354977816,0.3053289481654581,-0.021854260780396168,0.23493351329197368,0.26250535519538215,-0.2311348504464527,0.10778468736669908,0.2669293852107236,-0.16571644059078244,0.031412417791269444,-0.10596751912993248,0.0880993600939707,-0.10840444690579697,-0.06094862027944945,-0.04542294025914583,0.06644171885191894,-0.2094633202657756,-0.0010594905750205413
TH00000149,-0.2595819582914733,-0.16687977427290035,0.21517085497556313,0.14895427049360338,-0.0895753232569641,-0.06389664573877363,0.15303161471499593,0.16434622555415984,-0.2412799590274126,-0.2296583836997477,-0.3515660173133133,0.18742460853221019,-0.10095739344737763,-0.06699721588771168,0.039430258109302674,0.054821169922728535,0.2408867998723762,0.04773419985184717,0.10613603937174224,-0.6894211986018723,0.04436918626355748,-0.2868449606252693,0.14239648213078657,-0.10458386033981922,-0.04838048162896114,0.3046878262848367,-0.0679162494286751,0.03224647556389225,-0.0908526186350043,0.35126674956642295,-0.3786493553690138,-0.10071129426419491
TH00000047,-0.07214053070095777,-0.09779884206581907,-0.04916773363464283,0.12427427178308302,0.29635924028488325,-0.32321152111504964,-0.04556062867539867,-0.4867309426485825,0.16890282933518552,-0.059076858880926286,-0.10746371578858563,0.2806888346639963,-0.13848979772664274,-0.15354778918272388,0.376738585825225,-0.14571853284550412,0.03525616180723318,0.33694655931613976,-0.10893664421058075,-0.5063523243021315,0.09671023847256718,-0.21383728180909686,-0.018918203539350458,-0.15902710043198712,-0.028054846380845766,-0.12696345631159556,-0.0917970473974534,0.21331226925894692,-0.06617306895653519,0.10266890864191705,0.05586457074223803,-0.2267151478437095
TH00000031,0.271538525641561,-0.11824369452690482,-0.3599810938139837,0.41586292638440997,0.2534937270222921,-0.25645058046829755,-0.33381947057993316,-0.08047247967171954,0.029782082387296117,-0.10798124050670321,0.2381855072327532,0.41801971402429666,-0.2536415538959037,0.046594665123085445,0.8050756641446004,-0.15808590998545446,-0.1777590842729408,-0.16356930004155673,0.22801640618741517,-0.08487243329310615,-0.15244619868761328,-0.26076286792167497,-0.07140229150804198,-0.10814865046205563,-0.24043205127976056,0.32100837174232844,0.09365617833172771,0.07286069784675644,0.1907005385068863,0.3122557883195569,-0.12667557875533983,0.12977339601797155
TH00000201,-0.15754261680990797,-0.42765455426489735,-0.16879908054545986,0.2607666676553474,0.3216032834687082,-0.019317256505587046,-0.4375517981517575,-0.01832914725757464,0.3510007435991793,0.07670849693521017,0.10701198836765935,0.10445177947963616,0.4455374237354508,0.009276154561536893,-0.07693761704839444,-0.36140603821883005,-0.19249002658161862,0.020618818699397128,-0.4374564930375917,0.08346844358748146,-0.31323391605190243,-0.12343374416267726,0.004581863075326315,-0.14199427300760115,0.1727117379216601,0.29786046078334383,-0.24373178197651038,-0.04846254097674906,-0.21539380299461805,0.06655899585470179,0.014644449522539672,-0.20403924411436772
TH00000126,0.9146298592609107,-0.26686900653549134,0.20233827375709784,0.33111713507503415,0.4903084323837499,-0.29239796032799925,-0.10452548894504438,0.23176894825256333,0.035966898723428994,0.32612441181070045,-0.8345268463864163,0.22829945788972764,0.46719749245065423,-0.13251887663335377,0.07435390750708587,-0.7755067059593553,-0.17653124972052717,0.2513813931121262,0.07091364732488285,-0.1307806105736128,-0.41460798933389337,0.04410838764482905,0.16053224839794056,0.06852293576247964,-0.051121425268857525,0.19518889936750788,-0.2702410160764535,-1.1155531299332453,-0.3608154564402495,0.17557329068470037,0.1769361496543741,0.41469738755927626
TH00000179,-0.18632377826909546,-0.10840738379055324,0.21344814592082972,-0.0005943788975093277,-0.17525326786890386,0.7228275104578674,-0.15772898336066682,0.15212621979522628,0.13709815872613057,-0.034100264583103806,-0.29966885108190744,0.17129901928221034,0.1670870201955913,0.07081557315927686,0.22656025414376812,-0.257841441418696,-0.08874792256855087,0.23685394061623444,0.06251465639917893,-0.15449941755091776,-0.24006063820457663,0.19066523243934128,-0.04460191159392002,0.20428891053074347,-0.20987369880096496,-0.07579132818498231,0.13908070885531965,-0.14925531645180373,-0.14933570545359467,0.040090611089388196,-0.13933744358583217,-0.4618850242090074
